Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)Cc1cc(C(F)(F)F)cc(CC(F)(F)F)c1-c1ccccc1,8.2,8.2,-8.2,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,34
O=C(O)Cc1cc(O)c(-c2cccs2)c(C(F)(F)F)c1C(F)(F)F,7.3,7.3,-7.3,34
Cc1ccccc1Cc1ccc(CC(=O)O)cc1C(F)(F)F,9.5,9.5,-9.5,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
Cc1c(C(F)(F)F)cc(-c2ccccc2)c(C(F)(F)F)c1CC(=O)O,7.5,7.5,-7.5,34
O=C(O)C(Cc1ccccc1)c1cccc(C(F)(F)F)c1C(F)(F)F,9.4,9.4,-9.4,34
O=C(O)C(c1ccccc1)c1ccc(CC(F)(F)F)c(C(F)(F)F)c1,8.9,8.9,-8.9,34
O=C(O)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1C(=O)C(F)(F)F,8.3,8.3,-8.3,34
O=C(O)C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.4,8.4,-8.4,34
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,34
C=Cc1ccc(Cc2ccccc2)c(C(C(=O)O)C(F)(F)F)c1,8.0,8.0,-8.0,34
C=Cc1c(C(F)(F)F)c(CC(=O)O)cc(C(F)(F)F)c1C(F)(F)F,8.7,8.7,-8.7,34
NNc1ccc(C(F)(F)F)c(C(C(=O)O)C(F)(F)F)c1C(F)(F)F,8.2,8.2,-8.2,34
O=C(O)C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.4,8.4,-8.4,34
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)C(Cc1ccccc1)c1cc(C(F)(F)F)ccc1C(F)(F)F,8.7,8.7,-8.7,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
C=Cc1ccc(C(F)(F)F)c(C(C(=O)O)C(F)(F)F)c1C(F)(F)F,8.4,8.4,-8.4,34
Cc1ccccc1Cc1ccccc1C(C(=O)O)C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,34
NNc1ccccc1Cc1cccc(C(F)(F)F)c1CC(=O)O,9.6,9.6,-9.6,34
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,34
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,34
C=Cc1ccccc1Cc1ccc(C=O)cc1CC(=O)O,8.6,8.6,-8.6,34
O=C(O)Cc1cc(C(F)(F)F)c(Cc2ccccc2)cc1C(F)(F)F,8.2,8.2,-8.2,34
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)C(c1c(Cc2ccccc2)cccc1C(F)(F)F)C(F)(F)F,8.1,8.1,-8.1,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
C=Cc1cccc(-c2cc(C(F)(F)F)c(CC(=O)O)cc2C)c1,8.7,8.7,-8.7,34
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)Cc1ccc(C(O)Cc2ccccn2)c(-c2ccccc2)c1,6.7,6.7,-6.7,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1-c1ccccc1,9.0,9.0,-9.0,34
Cc1cc(-c2ccccc2)c(C(F)(F)F)cc1C(NN)C(=O)O,8.8,8.8,-8.8,34
C=Cc1c(C(C(=O)O)C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F,9.5,9.5,-9.5,34
O=C(O)Cc1cc(C(F)(F)F)cc(Cc2ccccc2)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)C(c1ccc(C(F)(F)F)c(Cc2ccccc2)c1)C(F)(F)F,9.3,9.3,-9.3,34
Nc1cccc(Nc2cccc(CC(=O)O)c2C(F)(F)F)c1,6.5,6.5,-6.5,34
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)Cc1ccc(C(F)(F)F)c(C(F)(F)F)c1Cc1ccccc1,9.2,9.2,-9.2,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,34
Cc1c(CC(=O)O)c(C(F)(F)F)cc(-c2ccccc2)c1C(F)(F)F,8.8,8.8,-8.8,34
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,34
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,34
O=C(O)C(c1c(C(F)(F)F)ccc(O)c1-c1ccccc1)C(F)(F)F,8.8,8.8,-8.8,34
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,34
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,34
O=C(O)C(c1ccccc1)c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,34
O=C(O)C(c1ccoc1)c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,8.8,8.8,-8.8,34
O=C(O)Cc1c(Cc2ccccc2)cc(C(F)(F)F)cc1C(F)(F)F,9.3,9.3,-9.3,34
Cc1cc(C(F)(F)F)c(C(C(=O)O)C(F)(F)F)cc1-c1ccccc1,6.7,6.7,-6.7,34
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
C=Cc1cc(Cc2ccccc2)cc(C(F)(F)F)c1CC(=O)O,9.5,9.5,-9.5,35
O=C(O)Cc1cc(CC(F)(F)F)c(-c2ccccc2)c(C(F)(F)F)c1,7.9,7.9,-7.9,35
C=Cc1cc(C(C(=O)O)C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F,9.5,9.5,-9.5,35
NNc1c(CC(=O)O)cc(C(F)(F)F)c(C(F)(F)F)c1C1CC1,7.9,7.9,-7.9,35
Cc1cc(CC(=O)O)cc(C(F)(F)F)c1Cc1ccccc1,8.3,8.3,-8.3,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,35
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,35
O=C(O)C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.4,8.4,-8.4,35
CC(c1ccccc1)c1cc(CC(=O)O)ccc1C(F)(F)F,8.7,8.7,-8.7,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
O=C(O)C(c1ccc(C(F)(F)F)c(-c2ccccc2)c1C(F)(F)F)C(F)(F)F,8.9,8.9,-8.9,35
O=C(O)C(Cc1ccccc1)c1cc(C(F)(F)F)ccc1C(F)(F)F,8.7,8.7,-8.7,35
O=C(O)C(NNC(F)(F)F)c1ccc(C(F)(F)F)c(C(F)(F)F)c1,8.9,8.9,-8.9,35
O=C(O)Cc1cccc(C(CC(F)(F)F)c2ccccc2)c1,9.1,9.1,-9.1,35
NNc1cccc(C(Cc2ccccc2)C(=O)O)c1C(F)(F)F,8.1,8.1,-8.1,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
NNc1c(-c2ccoc2)cc(C(F)(F)F)c(CC(=O)O)c1C(F)(F)F,8.0,8.0,-8.0,35
NNc1ccccc1Cc1cccc(CC(=O)O)c1C(F)(F)F,9.3,9.3,-9.3,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
Cc1cc(Cc2ccccc2)c(CC(=O)O)c(C(F)(F)F)c1,9.2,9.2,-9.2,35
O=C(O)Cc1cc(C(F)(F)F)c(Cc2ccccc2)c(C(F)(F)F)c1,6.4,6.4,-6.4,35
O=C(O)Cc1cc(C(c2ccccc2)C(F)(F)F)cc(C(F)(F)F)c1,9.3,9.3,-9.3,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,35
NNC(c1ccccc1)c1c(CC(=O)O)cccc1C(F)(F)F,8.2,8.2,-8.2,35
NNc1ccccc1Cc1cc(CC(=O)O)cc(C(F)(F)F)c1,8.5,8.5,-8.5,35
O=C(O)C(NNC(F)(F)F)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,8.7,8.7,-8.7,35
O=C(O)C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.4,8.4,-8.4,35
O=C(O)C(c1ccc(Cc2ccccc2O)cc1)C(F)(F)F,8.2,8.2,-8.2,35
NNCc1cc(CC(=O)O)c(C(F)(F)F)cc1-c1ccccc1,8.5,8.5,-8.5,35
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1)C(F)(F)F,9.3,9.3,-9.3,35
C=Cc1ccccc1C(C)c1ccccc1CC(=O)O,8.2,8.2,-8.2,35
NNc1c(C(F)(F)F)cc(C(F)(F)F)c(CC(=O)O)c1C(F)(F)F,8.8,8.8,-8.8,35
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,35
Cc1cccc(Cc2c(CC(=O)O)cccc2C(F)(F)F)c1,9.2,9.2,-9.2,35
O=C(O)C(c1ccc(C(F)(F)F)cc1Cc1ccccc1)C(F)(F)F,9.8,9.8,-9.8,35
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
CCc1ccccc1CC(C(=O)O)c1ccccc1,8.1,8.1,-8.1,35
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,35
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
Cc1ccc(C(F)(F)F)cc1C(Nc1ccccc1)C(=O)O,8.5,8.5,-8.5,35
Cc1cc(C(F)(F)F)cc(C(C(=O)O)C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,35
O=C(O)C(Cc1ccccc1)c1cc(C(F)(F)F)ccc1C(F)(F)F,8.7,8.7,-8.7,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,35
Cc1ccc(CC(=O)O)c(Cc2ccccc2)c1C(F)(F)F,8.6,8.6,-8.6,35
O=C(O)Cc1c(Cc2ccccc2)ccc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,35
C=Cc1ccccc1Cc1ccc(C(F)(F)F)c(CC(=O)O)c1,9.4,9.4,-9.4,35
O=C(O)Cc1ccc(C(F)(F)F)c(C(F)(F)F)c1Cc1ccccc1,9.2,9.2,-9.2,35
O=C(O)Cc1c(C(F)(F)F)ccc(Cc2ccccc2)c1C(F)(F)F,8.9,8.9,-8.9,35
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)cc1Cc1ccccc1,9.8,9.8,-9.8,35
O=C(O)Cc1c(C(F)(F)F)ccc(Cc2ccccc2)c1C(F)(F)F,8.9,8.9,-8.9,35
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,35
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,35
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,35
O=C(O)Cc1cccc(C(F)(F)F)c1C(c1ccccc1)C(F)(F)F,8.9,8.9,-8.9,35
O=C(O)Cc1c(C(C(=O)C(F)(F)F)C(F)(F)F)cccc1C(F)(F)F,9.0,9.0,-9.0,35
O=C(O)Cc1ccc(C(F)(F)F)c(C(F)(F)F)c1Cc1ccccc1,9.2,9.2,-9.2,35
O=C(O)C(c1ccc(Cc2ccccc2)c(C(F)(F)F)c1)C(F)(F)F,9.8,9.8,-9.8,35
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,35
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
C=CCc1c(-c2ccccc2)ccc(CC(=O)O)c1C(F)(F)F,9.0,9.0,-9.0,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,36
Cc1cc(Cc2ccccc2)c(C(F)(F)F)cc1CC(=O)O,8.2,8.2,-8.2,36
NNc1cc(Oc2ccccc2)c(C(F)(F)F)c(C(F)(F)F)c1CC(=O)O,9.1,9.1,-9.1,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)cc1Nc1ccccc1O,9.6,9.6,-9.6,36
CCc1cccc(Cc2ccccc2CC(=O)O)c1,8.4,8.4,-8.4,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
O=C(O)Cc1ccc(C(F)(F)F)c(C=CC(F)(F)F)c1C(F)(F)F,8.5,8.5,-8.5,36
O=C(O)Cc1c(C(F)(F)F)c(-c2ccccc2)cc(C(F)(F)F)c1C(F)(F)F,8.4,8.4,-8.4,36
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
C=Cc1c(CC(=O)O)cc(Cc2ccccc2)cc1C(F)(F)F,9.3,9.3,-9.3,36
O=C(O)Cc1cc(C(F)(F)F)c(Cc2ccccc2)c(C(F)(F)F)c1,6.4,6.4,-6.4,36
O=C(O)Cc1c(Cc2ccccc2)ccc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
O=C(O)Cc1ccc(Cc2ccccc2)c(C(F)(F)F)c1C(F)(F)F,6.9,6.9,-6.9,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)cc1C(=O)C(F)(F)F,9.2,9.2,-9.2,36
O=C(O)Cc1cc(Cc2ccccc2)c(O)cc1C(F)(F)F,9.0,9.0,-9.0,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
NNc1c(C(F)(F)F)cc(C2CC2)c(C(F)(F)F)c1CC(=O)O,8.3,8.3,-8.3,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1-c1ccoc1,8.1,8.1,-8.1,36
C=Cc1nnc(-c2ccc(C(F)(F)F)c(CC(=O)O)c2C(F)(F)F)o1,8.6,8.6,-8.6,36
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,36
O=C(O)Cc1cc(O)cc(C(F)(F)F)c1NNc1ccccc1,8.6,8.6,-8.6,36
O=C(O)C(c1cc(C(F)(F)F)c(Oc2ccccc2)cc1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,36
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,36
C=Cc1ccc(C(C(=O)O)C(F)(F)F)c(C=CO)c1,7.2,7.2,-7.2,36
O=C(O)Cc1c(C(F)(F)F)ccc(NS(=O)(=O)c2ccccc2)c1C(F)(F)F,7.5,7.5,-7.5,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,36
O=C(O)C(c1ccccc1)c1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1,9.7,9.7,-9.7,36
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
NNc1c(CC(=O)O)c(C(F)(F)F)cc(-c2ccccc2)c1C(F)(F)F,6.2,6.2,-6.2,36
CC(c1ccccc1)c1c(CC(=O)O)cccc1C(F)(F)F,8.6,8.6,-8.6,36
O=C(O)Cc1cc(Nc2ccccc2)cc(C(F)(F)F)c1C(F)(F)F,8.6,8.6,-8.6,36
C=Cc1cc(CC(=O)O)c(-c2ccccc2)c(C(F)(F)F)c1C(F)(F)F,7.7,7.7,-7.7,36
O=C(O)Cc1cc(C(F)(F)F)cc(Cc2ccccc2)c1C(F)(F)F,9.3,9.3,-9.3,36
O=C(c1ccccc1C(O)F)c1ccccc1C(C(=O)O)C(F)(F)F,9.3,9.3,-9.3,36
C=COc1cccc(C(C(=O)O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1,8.0,8.0,-8.0,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
C=Cc1c(C(F)(F)F)cc(C(F)(F)F)c(CC(=O)O)c1C(F)(F)F,8.1,8.1,-8.1,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(-c2ccccc2)c1O,8.0,8.0,-8.0,36
C=Cc1cc(C(C(=O)O)C(F)(F)F)c(C(F)(F)F)cc1-c1ccoc1,9.1,9.1,-9.1,36
C=Cc1ccc(Cc2cc(CC(=O)O)cc(C(F)(F)F)c2)cc1,8.8,8.8,-8.8,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
C=Cc1cccc(Cc2cccc(CC(=O)O)c2C(F)(F)F)c1,8.8,8.8,-8.8,36
C=Cc1cccc(Cc2cccc(C(C(=O)O)C(F)(F)F)c2)c1,8.8,8.8,-8.8,36
C=Cc1cccc(-c2cccc(C(F)(F)F)c2C(C(=O)O)C(F)(F)F)c1,8.2,8.2,-8.2,36
O=C(O)Cc1c(Cc2ccccc2)ccc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
O=C(O)C(c1ccc(NC(F)(F)F)c(C(F)(F)F)c1)C1CC1,8.2,8.2,-8.2,36
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,36
O=C(O)C(c1ccccc1)C(F)(Cc1ccccc1O)C(F)(F)F,8.5,8.5,-8.5,36
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
C=Cc1ccccc1-c1cc(C(F)(F)F)c(C(F)(F)F)cc1CC(=O)O,9.4,9.4,-9.4,36
O=C(O)Cc1cc(C(F)(F)F)c(C=CC(F)(F)F)c(C(F)(F)F)c1,8.5,8.5,-8.5,36
C=CC(C(=O)O)c1cc(-c2ccoc2)cc(C(F)(F)F)c1C(F)(F)F,7.0,7.0,-7.0,36
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,36
O=C(O)C(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,8.6,8.6,-8.6,36
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,36
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,36
NNc1ccc(C(F)(F)F)c(C(F)(F)F)c1C(C(=O)O)c1ccccc1,6.6,6.6,-6.6,36
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,36
Smiles,DockingScoreReward,Reward,DockingScoreProperty,Epoch
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)C(c1c(C(F)(F)F)ccc(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,9.2,9.2,-9.2,37
O=C(O)Cc1cccc(C(Cc2ccccc2)c2ccoc2)c1,8.6,8.6,-8.6,37
O=C(O)Cc1cc(Cc2ccccc2C(F)(F)F)ccc1C(F)(F)F,9.4,9.4,-9.4,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)Cc1ccc(Cc2ccccc2)cc1CC(F)(F)F,9.0,9.0,-9.0,37
C=Cc1ccccc1CC(F)c1ccc(C)cc1CC(=O)O,8.9,8.9,-8.9,37
O=C(O)C(CC(F)(F)F)c1cccc(-c2ccccc2)c1C(F)(F)F,8.6,8.6,-8.6,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)C(c1ccc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F)C(F)(F)F,8.6,8.6,-8.6,37
NNc1cccc(Cc2cc(CC(=O)O)cc(C(F)(F)F)c2)c1,8.8,8.8,-8.8,37
O=C(O)Cc1cc(Cc2ccccc2)cc(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)C(c1cc(C(F)(F)F)c(C(F)(F)F)cc1C(F)(F)F)C(F)(F)F,9.4,9.4,-9.4,37
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)cc1Cc1ccccc1,9.8,9.8,-9.8,37
O=C(O)Cc1ccc(Cc2ccccc2)c(C(F)(F)F)c1C(F)(F)F,6.9,6.9,-6.9,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)Cc1c(C(F)(F)F)cc(Oc2ccccc2)c(C(F)(F)F)c1C(F)(F)F,7.5,7.5,-7.5,37
O=C(O)Cc1c(C(F)(F)F)cc(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.3,9.3,-9.3,37
O=C(O)Cc1cc(Cc2ccccc2)cc(O)c1C(F)(F)F,8.6,8.6,-8.6,37
Cc1ccc(C(F)(F)F)c(C(C(=O)O)C(F)(F)F)c1C(F)(F)F,8.3,8.3,-8.3,37
O=C(O)Cc1cc(C(F)(F)F)c(C(F)(F)F)c(C(F)(F)F)c1C(F)(F)F,9.1,9.1,-9.1,37
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,37
O=C(O)Cc1c(C(F)(F)F)c(C(F)(F)F)cc(C(F)(F)F)c1C(F)(F)F,9.6,9.6,-9.6,37
